更新时间: 2026-01-19 00:14:27（北京时间）仅供娱乐,切勿商用。
梅州2,http://163.177.122.141:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://115.58.216.71:4000/rtp/225.1.5.32:1343$河南联通11
兵团卫视,http://120.196.235.42:9901/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0
龍華經典台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn21
CHC影迷电影,https://migu.188766.xyz/?migutoken=640614d2f18a7af1f63ba1a863d31f80&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy
CCTV4K,http://123.113.183.24:8001/rtp/239.3.1.245:2000$北京市联通
CCTV-第一剧场,http://www.lizhinas.top:1009/rtp/239.252.219.86:5140
CHC影迷电影,http://m.061899.xyz/mg/ymdy
南方2,http://163.177.122.141:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://120.238.94.10:9901/tsfile/live/1093_1.m3u8?key=txiptv&playlive=1&authid=0
南方3,http://163.177.122.141:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://114.254.36.28:18888/rtp/239.3.1.214:4220$北京联通11
兵团卫视,http://k.061899.xyz/m.php?id=btws
龍華電影台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn03&sd=1080&proxy=false
五星体育,https://migu.188766.xyz/?migutoken=735802833f9204a102a0aeba7f79b33c&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1
兵器科技,http://211.158.153.37:8002/rtp/225.0.4.223:7980$四川联通
CCTV-怀旧剧场,http://www.lizhinas.top:1009/rtp/239.252.219.90:5140
凤凰香港,http://m.061899.xyz/mg/fhhk
梅州2,http://163.177.122.141:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://182.207.218.96:999/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
梅州3,http://163.177.122.141:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://220.176.218.70:9000/udp/239.252.219.193:5140$江西电信11
兵团卫视,http://j.s.bkpcp.top/jj/btws
龍華電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn03
五星体育,#EXTVLCOPT:http-user-agent=okHttp/Mod-1.5.0.0
兵器科技,http://211.158.153.37:8001/rtp/225.0.4.223:7980$四川联通
CCTV-文化精品,http://www.lizhinas.top:1009/rtp/239.252.219.81:5140
兵团卫视,http://m.061899.xyz/mg/btws
南方3,http://163.177.122.141:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
南方4,http://163.177.122.141:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://106.59.2.106:55555/rtp/239.200.201.181:4220$云南电信11
兵团卫视,http://m.061899.xyz/mg/btws
龍華電影台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn03
重温经典,#EXTVLCOPT:http-user-agent=okHttp/Mod-1.5.0.0
兵器科技,http://211.158.153.37:8004/rtp/225.0.4.223:7980$四川联通
CCTV-女性时尚,http://www.lizhinas.top:1009/rtp/239.252.219.94:5140
大湾区卫视,http://migu.youdu.fan:8008/608917627
梅州3,http://163.177.122.141:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://36.36.200.196:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
南方三4K,http://163.177.122.141:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://27.191.203.209:19999/rtp/239.254.201.206:4220$河北电信11
北京卫视咪咕,http://rihou.cc:555/tv/[mg]北京卫视
龍華電影台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn03
上视东方影视,https://migu.188766.xyz/?migutoken=7d68099a7a1547f5a03c9ad6df367a9a&id=%E4%B8%8A%E8%A7%86%E4%B8%9C%E6%96%B9%E5%BD%B1%E8%A7%86&type=yy
兵器科技,http://211.158.20.47:3000/rtp/225.0.4.223:7980$四川联通
CCTV-卫生健康,http://nas.hssvm.com:8888/udp/225.1.1.210:5002
海峡卫视,http://migu.youdu.fan:8008/849119120
南方4,http://163.177.122.141:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://36.36.200.198:44330/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
南方5,http://163.177.122.141:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://111.113.88.15:2000/rtp/239.121.4.124:8002$宁夏电信11
东方卫视咪咕,http://rihou.cc:555/tv/[mg]东方卫视
龍華洋片台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn02&sd=1080&proxy=false
新片放映厅,https://migu.188766.xyz/?migutoken=5ef05666d32b8b61d87dd25103951caf&id=%E6%96%B0%E7%89%87%E6%94%BE%E6%98%A0%E5%8E%85&type=yy
风云音乐,http://211.158.153.37:8002/rtp/225.0.4.205:7980$四川联通
CCTV-央视台球,http://www.lizhinas.top:1009/rtp/239.252.219.80:5140
农林卫视,http://migu.youdu.fan:8008/956904896
南方三4K,http://163.177.122.141:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://111.221.137.152:44330/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
CHC动作电影,http://163.177.122.141:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://115.58.141.132:4000/rtp/225.1.5.32:1343$河南联通21
浙江卫视咪咕,http://rihou.cc:555/tv/[mg]浙江卫视
龍華洋片台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn02
经典香港电影,https://migu.188766.xyz/?migutoken=0592a79519e28a163b4138d502e201b5&id=%E7%BB%8F%E5%85%B8%E9%A6%99%E6%B8%AF%E7%94%B5%E5%BD%B1&type=yy
风云音乐,http://211.158.153.37:8001/rtp/225.0.4.205:7980$四川联通
CCTV-央视高网,http://www.lizhinas.top:1009/rtp/239.252.219.95:5140
兵团卫视,http://migu.youdu.fan:8008/956923145
南方5,http://163.177.122.141:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://111.221.137.234:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
CHC家庭电影,http://163.177.122.141:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4美洲,http://27.184.29.239:12312/rtp/239.254.201.206:4220$河北电信21
江苏卫视咪咕,http://rihou.cc:555/tv/[mg]江苏卫视
龍華洋片台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn02
抗战经典影片,https://migu.188766.xyz/?migutoken=d22561edf48768dd50eca7602ddb7312&id=%E6%8A%97%E6%88%98%E7%BB%8F%E5%85%B8%E5%BD%B1%E7%89%87&type=yy
风云音乐,http://211.158.153.37:8004/rtp/225.0.4.205:7980$四川联通
CCTV-电视指南,http://www.lizhinas.top:1009/rtp/239.252.219.97:5140
康巴卫视,video://https://www.kangbatv.com/zb_22587/
CHC动作电影,http://163.177.122.141:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://36.36.200.198:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
CHC电影,http://163.177.122.141:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://113.119.26.1:58888/udp/239.77.0.194:5146$广东电信11
湖南卫视咪咕,http://rihou.cc:555/tv/[mg]湖南卫视
影迷數位電影台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv011/index.m3u8?proxy=true
南方影视,https://migu.188766.xyz/?migutoken=36e90d198e47b9844c461464519a9446&id=%E5%8D%97%E6%96%B9%E5%BD%B1%E8%A7%86&type=yy
风云音乐,http://211.158.20.47:3000/rtp/225.0.4.205:7980$四川联通
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
绵阳新闻,video://http://www.myntv.cn/html/zb/mytv1.asp
CHC电影,http://163.177.122.141:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://36.36.200.196:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
G导视,http://163.177.122.141:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://114.107.46.65:8188/rtp/238.1.78.137:6968$安徽电信11
广东卫视咪咕,http://rihou.cc:555/tv/[mg]广东卫视
影迷數位電影台,https://4gtv.dxjc.pp.ua/4gtv-4gtv011/index.m3u8
和美乡途轮播台,https://migu.188766.xyz/?migutoken=b079d2d438012965a68a21ebf0b32a05&id=%E5%92%8C%E7%BE%8E%E4%B9%A1%E9%80%94%E8%BD%AE%E6%92%AD%E5%8F%B0&type=yy
风云足球,http://211.158.153.37:8002/rtp/225.0.4.210:7980$四川联通
中国交通,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
绵阳科教,video://http://www.myntv.cn/html/zb/mytv2.asp
G导视,http://163.177.122.141:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://111.221.137.234:44330/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0
临沂农科,http://112.234.23.204:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://220.176.218.70:9000/rtp/239.252.219.60:5140$江西电信11
深圳卫视咪咕,http://rihou.cc:555/tv/[mg]深圳卫视
影迷數位電影台,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv011/index.m3u8
茶,https://migu.188766.xyz/?migutoken=7ccf4b2456a4360c5ddd1422e8e48825&id=%E8%8C%B6&type=yy
风云足球,http://211.158.153.37:8001/rtp/225.0.4.210:7980$四川联通
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
世界地理,http://112.234.23.204:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://111.221.137.155:44330/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
临沂图文,http://112.234.23.204:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://106.59.2.106:55555/rtp/239.200.200.202:8784$云南电信11
山东卫视咪咕,http://rihou.cc:555/tv/[mg]山东卫视
影迷數位電影台,https://mao.ffmking888.dpdns.org/?id=5b2x6La35pW45L2N6Zu75b2x5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
快乐垂钓,https://migu.188766.xyz/?migutoken=9670e87e18c9e6ebacf620e7754bc7f9&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy
风云足球,http://211.158.153.37:8004/rtp/225.0.4.210:7980$四川联通
熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
四川乡村,video://https://scxc.sctv.com/html/c0111/2024/04/09/1777534112104497154_share.html
临沂农科,http://112.234.23.204:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://111.221.137.152:44330/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
临沂导视,http://112.234.23.204:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://171.113.216.172:4022/rtp/239.69.1.12:9712$湖北电信11
河南卫视咪咕,http://rihou.cc:555/tv/[mg]河南卫视
影迷數位電影台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv011/index.m3u8?proxy=true
赛事最经典,https://migu.188766.xyz/?migutoken=47e2bfe1fffaca800f2794186c5e267a&id=%E8%B5%9B%E4%BA%8B%E6%9C%80%E7%BB%8F%E5%85%B8&type=yy
风云足球,http://211.158.20.47:3000/rtp/225.0.4.210:7980$四川联通
CETV-1 综合教育,http://www.lizhinas.top:1009/rtp/239.252.220.198:5140
成都综合,video://https://www.cditv.cn/show/4845-563.html
临沂农科,http://144.52.160.173:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
CHANNEL[V],http://111.221.137.234:44330/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
五华台,http://163.177.122.141:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://27.191.203.209:19999/rtp/239.254.201.67:6000$河北电信11
江西卫视咪咕,http://rihou.cc:555/tv/[mg]江西卫视
影迷數位電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv011
武术世界,https://migu.188766.xyz/?migutoken=6a72c8e35c83f139bbe41b6c96af7b9d&id=%E6%AD%A6%E6%9C%AF%E4%B8%96%E7%95%8C&type=yy
风云剧场,http://211.158.153.37:8002/rtp/225.0.4.209:7980$四川联通
CETV-2 空中课堂,http://www.lizhinas.top:1009/rtp/239.252.219.73:5140
成都经济,video://https://www.cditv.cn/show/4845-562.html
临沂图文,http://112.234.23.204:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CHANNEL[V],http://36.36.200.198:44330/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
保定生活健康,http://121.19.134.144:808/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://113.119.26.1:58888/udp/239.77.0.174:5146$广东电信12
湖北卫视咪咕,http://rihou.cc:555/tv/[mg]湖北卫视
影迷數位電影台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv011
四海钓鱼,https://migu.188766.xyz/?migutoken=fa41911b34d1d2a251b5cfc40a5cb6f1&id=%E5%9B%9B%E6%B5%B7%E9%92%93%E9%B1%BC&type=yy
风云剧场,http://211.158.153.37:8001/rtp/225.0.4.209:7980$四川联通
CETV-3 教育服务,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
成都生活,video://https://www.cditv.cn/show/4845-561.html
临沂导视,http://112.234.23.204:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CHANNEL[V],http://111.221.137.155:44330/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
兰陵公共,http://112.234.23.204:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://114.100.195.85:4022/rtp/238.1.78.137:6968$安徽电信21
海南卫视咪咕,http://rihou.cc:555/tv/[mg]海南卫视
影迷數位電影台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv011
环球旅游,https://migu.188766.xyz/?migutoken=e8ec25771333546344b06abb3ed32608&id=%E7%8E%AF%E7%90%83%E6%97%85%E6%B8%B8&type=yy
风云剧场,http://211.158.153.37:8004/rtp/225.0.4.209:7980$四川联通
CETV-4 职业教育,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
成都影视,video://https://www.cditv.cn/show/4845-560.html
临沂综合,http://144.52.160.173:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
CHANNEL[V],http://36.36.200.196:44330/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
兰陵导视,http://112.234.23.204:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4K,http://27.184.29.239:12312/rtp/239.254.201.67:6000$河北电信21
陕西卫视咪咕,http://rihou.cc:555/tv/[mg]陕西卫视
影迷數位紀實台,http://tw-ty-line-11-1-5.sudatech.store:20319/litv-ftv15/index.m3u8?proxy=true
最强综艺趴,https://migu.188766.xyz/?migutoken=58cf461cf7c5c48f5e3e94b3808438d7&id=%E6%9C%80%E5%BC%BA%E7%BB%BC%E8%89%BA%E8%B6%B4&type=yy
风云剧场,http://211.158.20.47:3000/rtp/225.0.4.209:7980$四川联通
CGTN英语,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
成都公共,video://https://www.cditv.cn/show/4845-559.html
五华台,http://163.177.122.141:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CHANNEL[V],http://111.221.137.152:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
兰陵综合,http://112.234.23.204:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://118.78.196.108:55555/rtp/226.0.2.223:9696$山西联通11
兵团卫视咪咕,http://rihou.cc:555/tv/[mg]兵团卫视
影迷數位紀實台,https://4gtv.dxjc.pp.ua/litv-ftv15/index.m3u8
新动漫,https://migu.188766.xyz/?migutoken=abd1a1662fd490eaf341cf605e2737d7&id=%E6%96%B0%E5%8A%A8%E6%BC%AB&type=yy
怀旧剧场,http://211.158.153.37:8002/rtp/225.0.4.222:7980$四川联通
CGTN记录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
成都少儿,video://https://www.cditv.cn/show/4845-558.html
保定公共,http://121.19.134.144:808/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://112.234.23.204:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://113.119.26.1:58888/udp/239.253.43.9:5146$广东电信11
黑龙江卫视咪咕,http://rihou.cc:555/tv/[mg]黑龙江视
影迷數位紀實台,https://mao.ffmking888.dpdns.org/?id=5b2x6La35pW45L2N57SA5aam5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
嘉佳卡通,https://migu.188766.xyz/?migutoken=0824eb6e2124470b8c6a57bfed7af83f&id=%E5%98%89%E4%BD%B3%E5%8D%A1%E9%80%9A&type=yy
怀旧剧场,http://211.158.153.37:8001/rtp/225.0.4.222:7980$四川联通
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
蓉城先锋,video://https://www.cditv.cn/show/4845-592.html
兰陵公共,http://112.234.23.204:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://125.42.150.35:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古,http://163.177.122.141:9901/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://114.107.46.65:8188/rtp/238.1.79.56:4584$安徽电信11
老故事,http://1.94.31.214/php/mg.php?id=884121956
影迷數位紀實台,https://4gtv.dxjc.pp.ua/li-litv-ftv15/index.m3u8
经典动画大集合,https://migu.188766.xyz/?migutoken=7679b054a738abf047f1a7118d7cd2fe&id=%E7%BB%8F%E5%85%B8%E5%8A%A8%E7%94%BB%E5%A4%A7%E9%9B%86%E5%90%88&type=yy
怀旧剧场,http://211.158.153.37:8004/rtp/225.0.4.222:7980$四川联通
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
彭州综合,video://https://www.cditv.cn/show/4844-576.html
兰陵导视,http://112.234.23.204:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://125.42.150.1:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动漫,http://112.234.23.204:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://220.176.218.70:9000/udp/239.252.219.98:5140$江西电信11
中学生,http://1.94.31.214/php/mg.php?id=708869532
影迷數位紀實台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-litv-ftv15/index.m3u8?proxy=true
优漫卡通,https://migu.188766.xyz/?migutoken=20f5b963acf0a2b6e68caa4d3213b966&id=%E4%BC%98%E6%BC%AB%E5%8D%A1%E9%80%9A%E9%A2%91%E9%81%93&type=yy
怀旧剧场,http://211.158.20.47:3000/rtp/225.0.4.222:7980$四川联通
CGTN西语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
遂宁综合,video://http://www.snxw.com/wldst/xwzh/
兰陵综合,http://112.234.23.204:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://125.42.151.45:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
家庭理财,http://112.234.23.204:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://106.59.2.106:55555/rtp/239.200.200.91:8036$云南电信11
大湾区卫视,http://1.94.31.214/php/mg.php?id=608917627
amc電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv017
财富天下,https://migu.188766.xyz/?migutoken=6005c700a4c8a13c8f37f071ddd32316&id=%E8%B4%A2%E5%AF%8C%E5%A4%A9%E4%B8%8B&type=yy
第一剧场,http://211.158.153.37:8002/rtp/225.0.4.206:7980$四川联通
CGTN阿语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
重庆新闻,video://https://www.cbg.cn/web/list/4918/1.html?5DEFC70C1A4AOD5173881C62BD4ACAD0
兵器科技,http://112.234.23.204:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://101.66.199.137:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
少儿动画,http://163.177.122.141:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://111.162.207.138:8686/rtp/225.1.2.166:5002$天津联通11
海峡卫视,http://1.94.31.214/php/mg.php?id=849119120
amc電影台,https://mao.ffmking888.dpdns.org/?id=YW1j6Zu75b2x5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
体坛名栏汇,https://migu.188766.xyz/?migutoken=3620a23a802298b6df074a539685cb9f&id=%E4%BD%93%E5%9D%9B%E5%90%8D%E6%A0%8F%E6%B1%87&type=yy
第一剧场,http://211.158.153.37:8001/rtp/225.0.4.206:7980$四川联通
第一剧场,http://211.158.153.37:8004/rtp/225.0.4.206:7980$四川联通
重庆新闻,video://https://sj.cbg.cn/wap/list/4918/1.html
内蒙古,http://163.177.122.141:9901/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://101.66.199.169:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
山东体育,http://112.234.23.204:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://171.113.216.172:4022/rtp/239.69.1.79:10114$湖北电信11
中国农林卫视,http://1.94.31.214/php/mg.php?id=956904896
amc電影台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv017
24小时城市联赛轮播台,https://migu.188766.xyz/?migutoken=69b415aceb6a64d5871a62efdf0f4f43&id=24%E5%B0%8F%E6%97%B6%E5%9F%8E%E5%B8%82%E8%81%94%E8%B5%9B%E8%BD%AE%E6%92%AD%E5%8F%B0&type=yy
第一剧场,http://211.158.20.47:3000/rtp/225.0.4.206:7980$四川联通
CCTV4K,http://p.ytelc.com/169l/0/cctv.php?id=cctv4k
四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
卡酷动漫,http://112.234.23.204:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.42.150.35:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
山东农科,http://112.234.23.204:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://27.191.203.209:19999/rtp/239.254.201.225:7249$河北电信11
兵团卫视,http://1.94.31.214/php/mg.php?id=956923145
八大精彩台,https://4gtv.dxjc.pp.ua/4gtv-4gtv034/index.m3u8
山东教育,https://migu.188766.xyz/?migutoken=eff9c16ea2a7a745d3b4e2ba2af4e913&id=%E5%B1%B1%E4%B8%9C%E6%95%99%E8%82%B2&type=yy
女性时尚,http://211.158.153.37:8002/rtp/225.0.4.208:7980$四川联通
上海纪实,http://iptv.huuc.edu.cn/hls/docuchina.m3u8
四川康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
卡酷动画,http://144.52.160.173:9901/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.42.151.45:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
山东影视,http://112.234.23.204:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://114.100.195.85:4022/rtp/238.1.79.56:4584$安徽电信21
河南都市,http://1.94.31.214/php/hntv.php?id=hnds
八大精彩台,https://mao.ffmking888.dpdns.org/?id=5YWr5aSn57Ka5b2p5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
中学生,https://migu.188766.xyz/?migutoken=b2b376a716718078ac39679d2c97b32a&id=%E4%B8%AD%E5%AD%A6%E7%94%9F&type=yy
女性时尚,http://211.158.153.37:8001/rtp/225.0.4.208:7980$四川联通
金鹰纪实,http://iptv.huuc.edu.cn/hls/gedocu.m3u8
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
嘉佳卡通,http://144.52.160.173:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://182.207.218.96:999/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://121.19.134.144:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://27.184.29.239:12312/rtp/239.254.201.225:7249$河北电信21
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
八大精彩台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv034/index.m3u8?proxy=true
老故事,https://migu.188766.xyz/?migutoken=c82ce3461f51c0e294c7f1510ef46601&id=%E8%80%81%E6%95%85%E4%BA%8B&type=yy
女性时尚,http://211.158.153.37:8004/rtp/225.0.4.208:7980$四川联通
北京新闻,http://iptv.huuc.edu.cn/hls/btv9hd.m3u8
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
家庭理财,http://112.234.23.204:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.42.150.1:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://112.234.23.204:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://118.78.196.108:55555/rtp/226.0.2.220:9672$山西联通11
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
八大精彩台,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv034/index.m3u8
